Lynde, Cheerful Tormentor	Legendary Creature — Human Warlock	BRU
Lyra Dawnbringer	Legendary Creature — Angel	W
Lyse Hext	Legendary Creature — Human Rebel Monk	UW
Lyzolda, the Blood Witch	Legendary Creature — Human Cleric	BR
Maarika, Brutal Gladiator	Legendary Creature — Human Warrior	BGR
Mabel, Heir to Cragflame	Legendary Creature — Mouse Soldier	RW
MacCready, Lamplight Mayor	Legendary Creature — Human Advisor	BW
Ma Chao, Western Warrior	Legendary Creature — Human Soldier Warrior	R
Madame Null, Power Broker	Legendary Creature — Demon Advisor	B
Madame Vastra	Legendary Creature — Lizard Detective	GU
Madame Web, Clairvoyant	Legendary Creature — Mutant Advisor	U
Maelstrom Wanderer	Legendary Creature — Elemental	GRU
Maester Seymour	Legendary Creature — Human Elf Cleric	G
Maeve, Insidious Singer	Legendary Creature — Siren	U
Magar of the Magic Strings	Legendary Creature — Minotaur Performer	BR
Maga, Traitor to Mortals	Legendary Creature — Human Wizard	B
Magda, Brazen Outlaw	Legendary Creature — Dwarf Berserker	R
Magda, the Hoardmaster	Legendary Creature — Dwarf Berserker	R
Mageta the Lion	Legendary Creature — Human Spellshaper	W
Magnus the Red	Legendary Creature — Demon Primarch	RU
Magus Lucea Kane	Legendary Creature — Human Tyranid Wizard	GRU
Mahadi, Emporium Master	Legendary Creature — Devil	BR
Maha, Its Feathers Night	Legendary Creature — Elemental Bird	B
Mai and Zuko	Legendary Creature — Human Noble Ally	BRU
Mai, Jaded Edge	Legendary Creature — Human Noble	R
Mairsil, the Pretender	Legendary Creature — Human Wizard	BRU
Mai, Scornful Striker	Legendary Creature — Human Noble Ally	B
Maja, Bretagard Protector	Legendary Creature — Human Warrior	GW
Major Teroh	Legendary Creature — Bird Soldier	W
Malcator, Purity Overseer	Legendary Creature — Phyrexian Elephant Wizard	UW
Malcolm, Alluring Scoundrel	Legendary Creature — Siren Pirate	U
Malcolm, Keen-Eyed Navigator	Legendary Creature — Siren Pirate	U
Malcolm, the Eyes	Legendary Creature — Siren Pirate	RU
Malfegor	Legendary Creature — Demon Dragon	BR
Malik, Grim Manipulator	Legendary Creature — Human Rogue	BRW
Mangara of Corondor	Legendary Creature — Human Wizard	W
Mangara, the Diplomat	Legendary Creature — Human Cleric	W
Mannichi, the Fevered Dream	Legendary Creature — Spirit	R
Maralen, Fae Ascendant	Legendary Creature — Elf Faerie Noble	BGU
Maralen of the Mornsong	Legendary Creature — Elf Wizard	B
Marath, Will of the Wild	Legendary Creature — Elemental Beast	GRW
Maraxus of Keld	Legendary Creature — Human Warrior	R
Marchesa, Dealer of Death	Legendary Creature — Human Rogue	BRU
Marchesa, the Black Rose	Legendary Creature — Human Wizard	BRU
Marcus, Mutant Mayor	Legendary Creature — Mutant Advisor	GU
Marhault Elsdragon	Legendary Creature — Elf Warrior	GR
Marina Vendrell	Legendary Creature — Human Warlock	BGRUW
Marisi, Breaker of the Coil	Legendary Creature — Cat Warrior	GRW
Mari, the Killing Quill	Legendary Creature — Vampire Assassin	B
Marneus Calgar	Legendary Creature — Astartes Warrior	BUW
Marrow-Gnawer	Legendary Creature — Rat Rogue	B
Martha Jones	Legendary Creature — Human Cleric	U
Márton Stromgald	Legendary Creature — Human Knight	R
Marvin, Murderous Mimic	Legendary Artifact Creature — Toy	
Marvo, Deep Operative	Legendary Creature — Octopus Rogue	BU
Marwyn, the Nurturer	Legendary Creature — Elf Druid	G
Mary Jane Watson	Legendary Creature — Human Performer	GW
Mary O'Kill	Legendary Creature — Human Villain	BR
Mary Read and Anne Bonny	Legendary Creature — Human Assassin Pirate	RU
Masako the Humorless	Legendary Creature — Human Advisor	W
Massacre Girl	Legendary Creature — Human Assassin	B
Massacre Girl, Known Killer	Legendary Creature — Human Assassin	B
Mass of Mysteries	Legendary Creature — Elemental	BGRUW
Master Chef	Legendary Enchantment — Background	G
Mastermind Plum	Legendary Creature — Human Wizard	B
Master Pakku	Legendary Creature — Human Advisor Ally	U
Master Piandao	Legendary Creature — Human Warrior Ally	W
Masumaro, First to Live	Legendary Creature — Spirit	G
Mathas, Fiend Seeker	Legendary Creature — Vampire	BRW
Mathise, Surge Channeler	Legendary Creature — Human Elf Shaman Sorcerer	U
Matoya, Archon Elder	Legendary Creature — Human Warlock	U
Mauhúr, Uruk-hai Captain	Legendary Creature — Orc Soldier	BR
Mavinda, Students' Advocate	Legendary Creature — Bird Advisor	W
Mavren Fein, Dusk Apostle	Legendary Creature — Vampire Cleric	W
Maximus, Knight Apparent	Legendary Creature — Human Knight	R
Mayael the Anima	Legendary Creature — Elf Shaman	GRW
Mazirek, Kraul Death Priest	Legendary Creature — Insect Shaman	BG
Mazzy, Truesword Paladin	Legendary Creature — Halfling Knight	GRW
Medomai the Ageless	Legendary Creature — Sphinx	UW
Meet and Greet "Sisay"	Legendary Creature — Elf Performer	GR
Megatron, Tyrant // Megatron, Destructive Force	Legendary Artifact Creature — Robot // Legendary Artifact — Vehicle	BRW
Melek, Izzet Paragon	Legendary Creature — Weird Wizard	RU
Melek, Reforged Researcher	Legendary Creature — Weird Detective	RU
Melira, Sylvok Outcast	Legendary Creature — Human Scout	G
Melira, the Living Cure	Legendary Creature — Human Scout	GW
Meloku the Clouded Mirror	Legendary Creature — Moonfolk Wizard	U
Memnarch	Legendary Artifact Creature — Wizard	U
Mendicant Core, Guidelight	Legendary Artifact Creature — Robot	UW
Meneldor, Swift Savior	Legendary Creature — Bird Soldier	U
Meng Huo, Barbarian King	Legendary Creature — Human Barbarian Soldier	G
Meren of Clan Nel Toth	Legendary Creature — Human Shaman	BG
Meriadoc Brandybuck	Legendary Creature — Halfling Citizen	G
Meria, Scholar of Antiquity	Legendary Creature — Elf Artificer	GR
Merieke Ri Berit	Legendary Creature — Human	BUW
Merry, Esquire of Rohan	Legendary Creature — Halfling Knight	RW
Merry, Warden of Isengard	Legendary Creature — Halfling Advisor	GW
Metalhead	Legendary Artifact Creature — Robot Turtle	RU
Me, the Immortal	Legendary Creature — Human Rogue	GRU
Miara, Thorn of the Glade	Legendary Creature — Elf Scout	B
Mica, Reader of Ruins	Legendary Creature — Human Artificer	R
Michelangelo, Game Master	Legendary Creature — Mutant Ninja Turtle	G
Michelangelo, Improviser	Legendary Creature — Mutant Ninja Turtle	G
Michelangelo, Mutant BFF	Legendary Creature — Mutant Ninja Turtle	G
Michelangelo, On the Scene	Legendary Creature — Mutant Ninja Turtle	G
Michelangelo, the Heart	Legendary Creature — Mutant Ninja Turtle	G
Michelangelo, Weirdness to 11	Legendary Creature — Mutant Ninja Turtle	G
Michiko Konda, Truth Seeker	Legendary Creature — Human Advisor	W
Migloz, Maze Crusher	Legendary Creature — Phyrexian Beast	GR
Miirym, Sentinel Wyrm	Legendary Creature — Dragon Spirit	GRU
Mikaeus, the Lunarch	Legendary Creature — Human Cleric	W
Mikaeus, the Unhallowed	Legendary Creature — Zombie Cleric	B
Mikey & Don, Party Planners	Legendary Creature — Mutant Ninja Turtle	GU
Mikey & Leo, Chaos & Order	Legendary Creature — Mutant Ninja Turtle	GW
Mikey & Mona, Mutant Sitters	Legendary Creature — Mutant Ninja Turtle Lizard	G
Mila, Crafty Companion // Lukka, Wayward Bonder	Legendary Creature — Fox // Legendary Planeswalker — Lukka	RW
Miles Morales // Ultimate Spider-Man	Legendary Creature — Human Citizen Hero // Legendary Creature — Spider Human Hero	GRW
Miles "Tails" Prower	Legendary Creature — Fox Artificer	UW
Millicent, Restless Revenant	Legendary Creature — Spirit Soldier	UW
Mimeoplasm, Revered One	Legendary Creature — Ooze	BGU
Mina and Denn, Wildborn	Legendary Creature — Elf Ally	GR
Minn, Wily Illusionist	Legendary Creature — Gnome Wizard	U
Minsc, Beloved Ranger	Legendary Creature — Human Ranger	GRW
Minsc & Boo, Timeless Heroes	Legendary Planeswalker — Minsc	GR
Minthara, Merciless Soul	Legendary Creature — Elf Cleric	BW
Minwu, White Mage	Legendary Creature — Human Cleric	W
Miriam, Herd Whisperer	Legendary Creature — Human Druid	GW
Mirko, Obsessive Theorist	Legendary Creature — Vampire Detective	BU
Mirko Vosk, Mind Drinker	Legendary Creature — Vampire	BU
Mirri, Cat Warrior	Legendary Creature — Cat Warrior	G
Mirri the Cursed	Legendary Creature — Vampire Cat	B
Mirri, Weatherlight Duelist	Legendary Creature — Cat Warrior	GW
Mishra, Artificer Prodigy	Legendary Creature — Human Artificer	BRU
Mishra, Claimed by Gix	Legendary Creature — Phyrexian Human Artificer	BR
Mishra, Eminent One	Legendary Creature — Human Artificer	BRU
Mishra, Excavation Prodigy	Legendary Creature — Human Artificer	R
Mishra, Tamer of Mak Fawa	Legendary Creature — Human Artificer	BR
Missy	Legendary Creature — Time Lord Rogue	BRU
Mister Fantastic	Legendary Creature — Human Scientist Hero	GRUW
Mister Negative	Legendary Creature — Human Villain	BW
Mistform Ultimus	Legendary Creature — Illusion	U
Mizzix of the Izmagnus	Legendary Creature — Goblin Wizard	RU
Mizzix, Replica Rider	Legendary Creature — Goblin Wizard	RU
MJ, Rising Star	Legendary Creature — Human Performer	W
Mm'menon, the Right Hand	Legendary Creature — Jellyfish Advisor	U
Mm'menon, Uthros Exile	Legendary Creature — Jellyfish Advisor	RU
Mogis, God of Slaughter	Legendary Enchantment Creature — God	BR
Mog, Moogle Warrior	Legendary Creature — Moogle Warrior	RW
Moira and Teshar	Legendary Creature — Phyrexian Spirit Bird	BW
Moira Brown, Guide Author	Legendary Creature — Human Citizen	RW
Moira, Urborg Haunt	Legendary Creature — Spirit Wizard	B
Moku, Meandering Drummer	Legendary Creature — Human Bard Ally	R
Molimo, Maro-Sorcerer	Legendary Creature — Elemental Sorcerer	G
Molten Man, Inferno Incarnate	Legendary Creature — Elemental Villain	R
Momir Vig, Simic Visionary	Legendary Creature — Elf Wizard	GU
Momo, Friendly Flier	Legendary Creature — Lemur Bat Ally	W
Momo, Playful Pet	Legendary Creature — Lemur Bat Ally	W
Momo, Rambunctious Rascal	Legendary Creature — Lemur Bat Ally	W
Mona Lisa, Ever Adaptable	Legendary Creature — Lizard Mutant	G
Mona Lisa, Science Geek	Legendary Creature — Lizard Mutant	G
Mondo Gecko	Legendary Creature — Lizard Mutant	U
Mondrak, Glory Dominus	Legendary Creature — Phyrexian Horror	W
Monk Gyatso	Legendary Creature — Human Monk	W
Monoxa, Midway Manager	Legendary Creature — Vampire Employee	BR
Monstrosity of the Lake	Legendary Creature — Kraken	U
Moon Girl and Devil Dinosaur	Legendary Creature — Human Dinosaur Hero	GU
Moraug, Fury of Akoum	Legendary Creature — Minotaur Warrior	R
Morbius the Living Vampire	Legendary Creature — Vampire Scientist Villain	BU
Morinfen	Legendary Creature — Phyrexian Horror	B
Moritte of the Frost	Legendary Snow Creature — Shapeshifter	GU
Morlun, Devourer of Spiders	Legendary Creature — Vampire Villain	B
Morophon, the Boundless	Legendary Creature — Shapeshifter	BGRUW
Morska, Undersea Sleuth	Legendary Creature — Vedalken Fish Detective	GUW
Mortarion, Daemon Primarch	Legendary Creature — Demon Primarch	B
Moseo, Vein's New Dean	Legendary Creature — Bird Skeleton Warlock	B
Mowu, Loyal Companion	Legendary Creature — Dog	G
Mr. Foxglove	Legendary Creature — Fox Rogue	GUW
Mr. House, President and CEO	Legendary Artifact Creature — Human	BRW
Mr. Orfeo, the Boulder	Legendary Creature — Rhino Warrior	BGR
Ms. Bumbleflower	Legendary Creature — Rabbit Citizen	GUW
Muddle, the Ever-Changing	Legendary Creature — Elemental Otter Shapeshifter	RU
Muerra, Trash Tactician	Legendary Creature — Raccoon Warrior	GR
Muldrotha, the Gravetide	Legendary Creature — Elemental Avatar	BGU
Multani, Maro-Sorcerer	Legendary Creature — Elemental Sorcerer	G
Multani, Yavimaya's Avatar	Legendary Creature — Elemental Avatar	G
Munda, Ambush Leader	Legendary Creature — Kor Ally	RW
Mutagen Man, Living Ooze	Legendary Creature — Ooze Mutant	G
Muxus, Goblin Grandee	Legendary Creature — Goblin Noble	R
Mu Yanling, Wind Rider	Legendary Creature — Human Wizard Pilot	U
Muzzio, Visionary Architect	Legendary Creature — Human Artificer	U
Myojin of Blooming Dawn	Legendary Creature — Spirit	W
Myojin of Cleansing Fire	Legendary Creature — Spirit	W
Myojin of Cryptic Dreams	Legendary Creature — Spirit	U
Myojin of Grim Betrayal	Legendary Creature — Spirit	B
Myojin of Infinite Rage	Legendary Creature — Spirit	R
Myojin of Life's Web	Legendary Creature — Spirit	G
Myojin of Night's Reach	Legendary Creature — Spirit	B
Myojin of Roaring Blades	Legendary Creature — Spirit	R
Myojin of Seeing Winds	Legendary Creature — Spirit	U
Myojin of Towering Might	Legendary Creature — Spirit	G
Myra the Magnificent	Legendary Creature — Human Performer	RU
Myrel, Shield of Argive	Legendary Creature — Human Soldier	W
Myrkul, Lord of Bones	Legendary Creature — God	BGW
Mysterio, Master of Illusion	Legendary Creature — Human Villain	U
Naban, Dean of Iteration	Legendary Creature — Human Wizard	U
Nadaar, Selfless Paladin	Legendary Creature — Dragon Knight	W
Nadier, Agent of the Duskenel	Legendary Creature — Elf Warrior	B
Nael, Avizoa Aeronaut	Legendary Creature — Elf Scout	GU
Nagao, Bound by Honor	Legendary Creature — Human Samurai	W
Nahiri, Forged in Fury	Legendary Creature — Kor Artificer	RW
Nahiri, the Lithomancer	Legendary Planeswalker — Nahiri	W
Najal, the Storm Runner	Legendary Creature — Efreet Wizard	RU
Najeela, the Blade-Blossom	Legendary Creature — Human Warrior	BGRUW
Nalia de'Arnise	Legendary Creature — Human Rogue	BW
Namor the Sub-Mariner	Legendary Creature — Mutant Merfolk Villain	U
Naomi, Pillar of Order	Legendary Creature — Human Advisor	BW
Narci, Fable Singer	Legendary Creature — Human Bard	BGW
Nardole, Resourceful Cyborg	Legendary Artifact Creature — Scientist	U
Narfi, Betrayer King	Legendary Snow Creature — Zombie Wizard	BU
Narset, Enlightened Exile	Legendary Creature — Human Monk	RUW
Narset, Enlightened Master	Legendary Creature — Human Monk	RUW
Narset, Jeskai Waymaster	Legendary Creature — Human Monk	RUW
Naru Meha, Master Wizard	Legendary Creature — Human Wizard	U
Nashi, Moon Sage's Scion	Legendary Creature — Rat Ninja	B
Nashi, Moon's Legacy	Legendary Creature — Rat Shaman	BGU
Nashi, Searcher in the Dark	Legendary Creature — Rat Ninja Wizard	BU
Nathan Drake, Treasure Hunter	Legendary Creature — Human Rogue	BRU
Nath of the Gilt-Leaf	Legendary Creature — Elf Warrior	BG
Nazahn, Revered Bladesmith	Legendary Creature — Cat Artificer	GW
Nazar, the Velvet Fang	Legendary Creature — Vampire Warlock	B
Nebuchadnezzar	Legendary Creature — Human Wizard	BU
Neera, Wild Mage	Legendary Creature — Human Elf Shaman	RU
Neerdiv, Devious Diver	Legendary Creature — Merfolk Rogue	U
Nefarox, Overlord of Grixis	Legendary Creature — Demon	B
Neheb, Dreadhorde Champion	Legendary Creature — Zombie Minotaur Warrior	R
Neheb, the Eternal	Legendary Creature — Zombie Minotaur Warrior	R
Neheb, the Worthy	Legendary Creature — Minotaur Warrior	BR
Nekusar, the Mindrazer	Legendary Creature — Zombie Wizard	BRU
Nelly Borca, Impulsive Accuser	Legendary Creature — Human Detective	RW
Nemata, Grove Guardian	Legendary Creature — Treefolk	G
Nemata, Primeval Warden	Legendary Creature — Treefolk	BG
Neriv, Crackling Vanguard	Legendary Creature — Spirit Dragon	BRW
Neriv, Heart of the Storm	Legendary Creature — Spirit Dragon	BRW
Nethroi, Apex of Death	Legendary Creature — Cat Nightmare Beast	BGW
Neva, Stalked by Nightmares	Legendary Creature — Human Noble	BW
Nevinyrral, Urborg Tyrant	Legendary Creature — Zombie Wizard	BUW
Nev, the Practical Dean	Legendary Creature — Merfolk Wizard	G
Neyali, Suns' Vanguard	Legendary Creature — Human Rebel	RW
Neyam Shai Murad	Legendary Creature — Human Rogue	BW
Neyith of the Dire Hunt	Legendary Creature — Human Warrior	GR
Nezahal, Primal Tide	Legendary Creature — Elder Dinosaur	U
Niambi, Esteemed Speaker	Legendary Creature — Human Cleric	UW
Niambi, Faithful Healer	Legendary Creature — Human Cleric	UW
Nicanzil, Current Conductor	Legendary Creature — Merfolk Scout	GU
Nick Valentine, Private Eye	Legendary Artifact Creature — Synth Detective	U
Nicol Bolas	Legendary Creature — Elder Dragon	BRU
Nicol Bolas, the Ravager // Nicol Bolas, the Arisen	Legendary Creature — Elder Dragon // Legendary Planeswalker — Bolas	BRU
Nihiloor	Legendary Creature — Horror	BUW
Nikara, Lair Scavenger	Legendary Creature — Human Cleric	B
Niko, Light of Hope	Legendary Creature — Human Wizard	UW
Nikya of the Old Ways	Legendary Creature — Centaur Druid	GR
Nils, Discipline Enforcer	Legendary Creature — Human Cleric	W
Nine-Fingers Keene	Legendary Creature — Human Rogue	BGU
Nin, the Pain Artist	Legendary Creature — Vedalken Wizard	RU
Nissa, Resurgent Animist	Legendary Creature — Elf Scout	G
Nissa, Vastwood Seer // Nissa, Sage Animist	Legendary Creature — Elf Scout // Legendary Planeswalker — Nissa	G
Nissa, Worldsoul Speaker	Legendary Creature — Elf Druid	G
Nita, Forum Conciliator	Legendary Creature — Human Advisor	BW
Niv-Mizzet, Dracogenius	Legendary Creature — Dragon Wizard	RU
Niv-Mizzet, Guildpact	Legendary Creature — Dragon Avatar	BGRUW
Niv-Mizzet, Parun	Legendary Creature — Dragon Wizard	RU
Niv-Mizzet Reborn	Legendary Creature — Dragon Avatar	BGRUW
Niv-Mizzet, Supreme	Legendary Creature — Dragon Avatar	BGRUW
Niv-Mizzet, the Firemind	Legendary Creature — Dragon Wizard	RU
Niv-Mizzet, Visionary	Legendary Creature — Dragon Wizard	RU
Noble Heritage	Legendary Enchantment — Background	W
Noctis, Heir Apparent	Legendary Creature — Human Noble	BUW
Noctis, Prince of Lucis	Legendary Creature — Human Noble	BUW
Nocturno of Myra's Marvels	Legendary Creature — Vampire Performer	B
Nogi, Draco-Zealot	Legendary Creature — Kobold Shaman	R
Norika Yamazaki, the Poet	Legendary Creature — Human Samurai	W
Norin, Swift Survivalist	Legendary Creature — Human Coward	R
Norin the Wary	Legendary Creature — Human Warrior	R
Norman Osborn // Green Goblin	Legendary Creature — Human Scientist Villain // Legendary Creature — Goblin Human Villain	BRU
Noyan Dar, Roil Shaper	Legendary Creature — Merfolk Ally	UW
Numa, Joraga Chieftain	Legendary Creature — Elf Warrior	G
Numot, the Devastator	Legendary Creature — Dragon	RUW
Nyla, Shirshu Sleuth	Legendary Creature — Mole Beast	B
Nylea, God of the Hunt	Legendary Enchantment Creature — God	G
Nylea, Keen-Eyed	Legendary Enchantment Creature — God	G
Nymris, Oona's Trickster	Legendary Creature — Faerie Knight	BU
Nyssa of Traken	Legendary Creature — Human Scientist	U
O'aka, Traveling Merchant	Legendary Creature — Human Citizen	U
Obeka, Brute Chronologist	Legendary Creature — Ogre Wizard	BRU
Obeka, Splitter of Seconds	Legendary Creature — Ogre Warlock	BRU
Ob Nixilis, Captive Kingpin	Legendary Creature — Demon	BR
Ob Nixilis of the Black Oath	Legendary Planeswalker — Nixilis	B
Ob Nixilis, the Fallen	Legendary Creature — Demon	B
Ob Nixilis, Unshackled	Legendary Creature — Demon	B
Obosh, the Preypiercer	Legendary Creature — Hellion Horror	BR
Obuun, Mul Daya Ancestor	Legendary Creature — Elf Spirit	GRW
Obyra, Dreaming Duelist	Legendary Creature — Faerie Warrior	BU
Obzedat, Ghost Council	Legendary Creature — Spirit Advisor	BW
Octavia, Living Thesis	Legendary Creature — Elemental Octopus	U
Odric, Blood-Cursed	Legendary Creature — Vampire Soldier	RW
Odric, Lunarch Marshal	Legendary Creature — Human Soldier	W
Odric, Master Tactician	Legendary Creature — Human Soldier	W
Ognis, the Dragon's Lash	Legendary Creature — Lizard Warrior	BGR
Ohabi Caleria	Legendary Creature — Elf Archer	GW
Ojer Axonil, Deepest Might // Temple of Power	Legendary Creature — God // Land	R
Ojer Kaslem, Deepest Growth // Temple of Cultivation	Legendary Creature — God // Land	G
Ojer Pakpatiq, Deepest Epoch // Temple of Cyclical Time	Legendary Creature — God // Land	U
Ojer Taq, Deepest Foundation // Temple of Civilization	Legendary Creature — God // Land	W
Oji, the Exquisite Blade	Legendary Creature — Human Monk	UW
Ojutai, Soul of Winter	Legendary Creature — Dragon	UW
O-Kagachi, Vengeful Kami	Legendary Creature — Dragon Spirit	BGRUW
Okaun, Eye of Chaos	Legendary Creature — Cyclops Berserker	R
Oketra the True	Legendary Creature — God	W
Ol' Buzzbark	Legendary Creature — Goblin Warrior	GR
Old Flitterfang	Legendary Creature — Rat Faerie	B
Old Gnawbone	Legendary Creature — Dragon	G
Old Hob, Alleycat Blues	Legendary Creature — Cat Mutant Rebel	RW
Old Man Willow	Legendary Creature — Treefolk	BG
Old One Eye	Legendary Creature — Tyranid	G
Old Rutstein	Legendary Creature — Human Peasant	BG
Old Stickfingers	Legendary Creature — Horror	BG
Olivia, Crimson Bride	Legendary Creature — Vampire Noble	BR
Olivia, Mobilized for War	Legendary Creature — Vampire Knight	BR
Olivia, Opulent Outlaw	Legendary Creature — Vampire Assassin	BRW
Olivia Voldaren	Legendary Creature — Vampire	BR
Oloro, Ageless Ascetic	Legendary Creature — Giant Soldier	BUW
Omarthis, Ghostfire Initiate	Legendary Creature — Spirit Snake	
Omega, Heartless Evolution	Legendary Artifact Creature — Robot	GU
Omnath, Locus of All	Legendary Creature — Phyrexian Elemental	BGRUW
Omnath, Locus of Creation	Legendary Creature — Elemental	GRUW
Omnath, Locus of Mana	Legendary Creature — Elemental	G
Omnath, Locus of Rage	Legendary Creature — Elemental	GR
Omnath, Locus of the Roil	Legendary Creature — Elemental	GRU
Omo, Queen of Vesuva	Legendary Creature — Shapeshifter Noble	GU
Oona, Queen of the Fae	Legendary Creature — Faerie Wizard	BU
Opal-Eye, Konda's Yojimbo	Legendary Creature — Fox Samurai	W
Optimus Prime, Hero // Optimus Prime, Autobot Leader	Legendary Artifact Creature — Robot // Legendary Artifact — Vehicle	RUW
Orah, Skyclave Hierophant	Legendary Creature — Kor Cleric	BW
Orca, Siege Demon	Legendary Creature — Demon	BR
Orcus, Prince of Undeath	Legendary Creature — Demon	BR
Orim, Samite Healer	Legendary Creature — Human Cleric	W
Oriss, Samite Guardian	Legendary Creature — Human Cleric	W
Ormos, Archive Keeper	Legendary Creature — Sphinx	U
Oroku Saki, Shredder Rising	Legendary Creature — Human Ninja	B
Oros, the Avenger	Legendary Creature — Dragon	BRW
Orthion, Hero of Lavabrink	Legendary Creature — Human Soldier	R
Orvar, the All-Form	Legendary Creature — Shapeshifter	U
Orysa, Tide Choreographer	Legendary Creature — Merfolk Bard	U
Osgir, the Reconstructor	Legendary Creature — Giant Artificer	RW
Osgood, Operation Double	Legendary Creature — Human Alien Shapeshifter	U
Oskar, Rubbish Reclaimer	Legendary Creature — Human Wizard	BU
Oswald Fiddlebender	Legendary Creature — Gnome Artificer	W
Otharri, Suns' Glory	Legendary Creature — Phoenix	RW
Othelm, Sigardian Outcast	Legendary Creature — Human	GW
Otrimi, the Ever-Playful	Legendary Creature — Nightmare Beast	BGU
Overseer of Vault 76	Legendary Creature — Human Advisor	W
Ovika, Enigma Goliath	Legendary Creature — Phyrexian Nightmare	RU
Oviya, Automech Artisan	Legendary Creature — Human Artificer	G
Oviya Pashiri, Sage Lifecrafter	Legendary Creature — Human Artificer	G
Owen Grady, Raptor Trainer	Legendary Creature — Human Soldier Scientist	GR
Oyobi, Who Split the Heavens	Legendary Creature — Spirit	W
Ozai, the Phoenix King	Legendary Creature — Human Noble	BR
Ozox, the Clattering King	Legendary Creature — Skeleton Noble	B
Padeem, Consul of Innovation	Legendary Creature — Vedalken Artificer	U
Page, Loose Leaf	Legendary Artifact Creature — Construct	
Pako, Arcane Retriever	Legendary Creature — Elemental Dog	GR
Paladin Danse, Steel Maverick	Legendary Artifact Creature — Synth Knight	W
Paladin Elizabeth Taggerdy	Legendary Creature — Human Knight	RW
Palladia-Mors	Legendary Creature — Elder Dragon	GRW
Palladia-Mors, the Ruiner	Legendary Creature — Elder Dragon	GRW
Pang Tong, "Young Phoenix"	Legendary Creature — Human Advisor	W
Pantlaza, Sun-Favored	Legendary Creature — Dinosaur	GRW
Papalymo Totolymo	Legendary Creature — Dwarf Wizard	BW
Parhelion II	Legendary Artifact — Vehicle	W
Parnesse, the Subtle Brush	Legendary Creature — Vampire Wizard	BRU
Pashalik Mons	Legendary Creature — Goblin Warrior	R
Passionate Archaeologist	Legendary Enchantment — Background	R
Patron of the Akki	Legendary Creature — Spirit	R
Patron of the Kitsune	Legendary Creature — Spirit	W
Patron of the Moon	Legendary Creature — Spirit	U
Patron of the Nezumi	Legendary Creature — Spirit	B
Patron of the Orochi	Legendary Creature — Spirit	G
Pavel Maliki	Legendary Creature — Human	BR
Pearl-Ear, Imperial Advisor	Legendary Creature — Fox Advisor	W
Peregrin Took	Legendary Creature — Halfling Citizen	G
Peri Brown	Legendary Creature — Human	W
Perrie, the Pulverizer	Legendary Creature — Rhino Soldier	GUW
Peter Parker // Amazing Spider-Man	Legendary Creature — Human Scientist Hero // Legendary Creature — Spider Human Hero	GUW
Phabine, Boss's Confidant	Legendary Creature — Cat Advisor	GRW
Phage the Untouchable	Legendary Creature — Avatar Minion	B
Pharika, God of Affliction	Legendary Enchantment Creature — God	BG
Phelddagrif	Legendary Creature — Phelddagrif	GUW
Phelia, Exuberant Shepherd	Legendary Creature — Dog	W
Phenax, God of Deception	Legendary Enchantment Creature — God	BU
Phlage, Titan of Fire's Fury	Legendary Creature — Elder Giant	RW
Phoebe, Head of S.N.E.A.K.	Legendary Creature — Human Spy	BU
Phylath, World Sculptor	Legendary Creature — Elemental	GR
Pia and Kiran Nalaar	Legendary Creature — Human Artificer	R
Pia Nalaar	Legendary Creature — Human Artificer	R
Pia Nalaar, Chief Mechanic	Legendary Creature — Human Artificer	GRU
Pia Nalaar, Consul of Revival	Legendary Creature — Human Artificer	RW
Pianna, Nomad Captain	Legendary Creature — Human Nomad	W
Pietra, Crafter of Clowns	Legendary Creature — Human Clown Artificer	RW
Piper Wright, Publick Reporter	Legendary Creature — Human Detective	U
Pippa, Duchess of Dice	Legendary Creature — Human Noble	GU
Pippin, Guard of the Citadel	Legendary Creature — Halfling Soldier	UW
Pippin, Warden of Isengard	Legendary Creature — Halfling Advisor	BG
Pipsqueak, Rebel Strongarm	Legendary Creature — Human Rebel Ally	W
Pir, Imaginative Rascal	Legendary Creature — Human	G
Piru, the Volatile	Legendary Creature — Elder Dragon	BRW
Pizza Face, Gastromancer	Legendary Artifact Creature — Food Mutant	BG
Plagon, Lord of the Beach	Legendary Creature — Starfish Wizard	UW
Plargg and Nassari	Legendary Creature — Orc Efreet	R
Plargg, Dean of Chaos // Augusta, Dean of Order	Legendary Creature — Orc Shaman // Legendary Creature — Human Cleric	RW
Pol Jamaar, Illusionist	Legendary Creature — Human Illusion Wizard	U
Polukranos Reborn // Polukranos, Engine of Ruin	Legendary Creature — Hydra // Legendary Creature — Phyrexian Hydra	GW
Polukranos, Unchained	Legendary Creature — Zombie Hydra	BG
Polukranos, World Eater	Legendary Creature — Hydra	G
Popular Entertainer	Legendary Enchantment — Background	R
Pramikon, Sky Rampart	Legendary Creature — Wall	RUW
Prava of the Steel Legion	Legendary Creature — Cat Soldier	W
Preston Garvey, Minuteman	Legendary Creature — Human Soldier	GRW
Preston, the Vanisher	Legendary Creature — Rabbit Wizard	W
Prime Speaker Vannifar	Legendary Creature — Elf Ooze Wizard	GU
Prime Speaker Zegana	Legendary Creature — Merfolk Wizard	GU
Primo, the Unbounded	Legendary Creature — Fractal Wolf	GU
Prince Imrahil the Fair	Legendary Creature — Human Noble	UW
Princess Lucrezia	Legendary Creature — Human Wizard	BU
