card,interaction,ability_kind,invariant,message
"Pegasus Charger","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Pegasus Charger","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Death-Greeter's Champion","goldilocks_keyword_dead","","","keyword=dash: board was set up but nothing changed"
"Death-Greeter's Champion","goldilocks_keyword_dead","","","keyword=backup: board was set up but nothing changed"
"Death-Greeter's Champion","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Hellspur Brute","goldilocks_keyword_dead","","","keyword=affinity for outlaws: board was set up but nothing changed"
"Hellspur Brute","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Shardless Outlander","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Foundry Assembler","goldilocks_keyword_dead","","","keyword=improvise: board was set up but nothing changed"
"Colorful Feiyi Sparrow","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Dancing Scimitar","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Pardic Wanderer","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Sultai Scavenger","goldilocks_keyword_dead","","","keyword=delve: board was set up but nothing changed"
"Sultai Scavenger","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Seraph of the Suns","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Seraph of the Suns","goldilocks_keyword_dead","","","keyword=indestructible: board was set up but nothing changed"
"Renegade Troops","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Bilious Skulldweller","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Bilious Skulldweller","goldilocks_keyword_dead","","","keyword=toxic: board was set up but nothing changed"
"Dragon Bell Monk","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Dragon Bell Monk","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Wall of Granite","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Bishop's Soldier","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Elephant-Rat","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Jhovall Rider","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Kraul Stinger","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Soldiers of the Watch","goldilocks_keyword_dead","","","keyword=double team: board was set up but nothing changed"
"Coalition Warbrute","goldilocks_keyword_dead","","","keyword=enlist: board was set up but nothing changed"
"Lotus Path Djinn","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Coalition Warbrute","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Lotus Path Djinn","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Stormblood Berserker","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Stormblood Berserker","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Blade-Blizzard Kitsune","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Huatli's Snubhorn","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Ekundu Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Ekundu Griffin","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Segovian Leviathan","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Zombie Outlander","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Rendclaw Trow","goldilocks_keyword_dead","","","keyword=wither: board was set up but nothing changed"
"Whiskervale Forerunner","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Mistral Singer","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Mistral Singer","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Boon-Bringer Valkyrie","goldilocks_keyword_dead","","","keyword=backup: board was set up but nothing changed"
"Boon-Bringer Valkyrie","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Boon-Bringer Valkyrie","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Boon-Bringer Valkyrie","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Harvesttide Infiltrator // Harvesttide Assailant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Harvesttide Infiltrator // Harvesttide Assailant","goldilocks_keyword_dead","","","keyword=daybound: board was set up but nothing changed"
"Harvesttide Infiltrator // Harvesttide Assailant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Shock Brigade","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Harvesttide Infiltrator // Harvesttide Assailant","goldilocks_keyword_dead","","","keyword=nightbound: board was set up but nothing changed"
"Shock Brigade","goldilocks_keyword_dead","","","keyword=mobilize: board was set up but nothing changed"
"Goliath Beetle","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Keeneye Aven","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Wardscale Crocodile","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Karoo Meerkat","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Mana-Charged Dragon","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Servant of Nefarox","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Skyshroud Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Thrashing Mossdog","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Skyshroud Falcon","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Thrashing Mossdog","goldilocks_keyword_dead","","","keyword=scavenge: board was set up but nothing changed"
"Blistering Barrier","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Diving Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Diving Griffin","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Kitsune Riftwalker","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Boggart Brute","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Zephid","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Cursed Minotaur","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Zephid","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Magma Hellion","goldilocks_keyword_dead","","","keyword=assist: board was set up but nothing changed"
"Magma Hellion","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Magma Hellion","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Daggerdrome Imp","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Daggerdrome Imp","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Ambush Viper","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Ambush Viper","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Needleshot Gourna","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Akroan Sergeant","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Akroan Sergeant","goldilocks_keyword_dead","","","keyword=renown: board was set up but nothing changed"
"Gibbering Kami","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Gibbering Kami","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Siege Wurm","goldilocks_keyword_dead","","","keyword=convoke: board was set up but nothing changed"
"Siege Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Lifening Elemental","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Lifening Elemental","goldilocks_keyword_dead","","","keyword=splice onto instant or sorcery: board was set up but nothing changed"
"Torii Watchward","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Torii Watchward","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Blood Ogre","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Blood Ogre","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Warclamp Mastiff","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Furyborn Hellkite","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Furyborn Hellkite","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Pygmy Allosaurus","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Anaba Bodyguard","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Talas Air Ship","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Freewind Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Freewind Falcon","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Pendrell Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Knight of Sursi","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Knight of Sursi","goldilocks_keyword_dead","","","keyword=flanking: board was set up but nothing changed"
"Stampeding Rhino","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Sabretooth Tiger","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Fire Nation Ambushers","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Iroas's Champion","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Rakdos Ragemutt","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Rakdos Ragemutt","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Syndic of Tithes","goldilocks_keyword_dead","","","keyword=extort: board was set up but nothing changed"
"Fleetfoot Dancer","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Fleetfoot Dancer","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Fleetfoot Dancer","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Wall of Shards","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Wall of Shards","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Wall of Shards","goldilocks_keyword_dead","","","keyword=cumulative upkeep-an opponent gains: board was set up but nothing changed"
"Bastion Inventor","goldilocks_keyword_dead","","","keyword=improvise: board was set up but nothing changed"
"Bastion Inventor","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Weatherseed Faeries","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Weatherseed Faeries","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Knight of Obligation","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Knight of Obligation","goldilocks_keyword_dead","","","keyword=extort: board was set up but nothing changed"
"Rib Cage Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Body of Jukai","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Body of Jukai","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Dragon Sniper","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Dragon Sniper","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Dragon Sniper","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Swift Spinner","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Swift Spinner","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Phyrexian Crusader","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Phyrexian Crusader","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Phyrexian Crusader","goldilocks_keyword_dead","","","keyword=infect: board was set up but nothing changed"
"Khenra Eternal","goldilocks_keyword_dead","","","keyword=afflict: board was set up but nothing changed"
"Guardian Lions","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Elite Cat Warrior","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Zhao, the Seething Flame","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Chitinous Graspling","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Chitinous Graspling","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Hullcarver","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Sokenzan Bruiser","goldilocks_keyword_dead","","","keyword=mountainwalk: board was set up but nothing changed"
"Yavimaya Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Tel-Jilad Archers","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Concordia Pegasus","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Oko's Accomplices","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Leaf-Crowned Elder","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Grazing Whiptail","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Tombstalker","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tombstalker","goldilocks_keyword_dead","","","keyword=delve: board was set up but nothing changed"
"Black Knight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Black Knight","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Shimmering Barrier","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Shimmering Barrier","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Hungry Graffalon","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Hungry Graffalon","goldilocks_keyword_dead","","","keyword=increment: board was set up but nothing changed"
"Red Tiger Mechan","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Red Tiger Mechan","goldilocks_keyword_dead","","","keyword=warp: board was set up but nothing changed"
"Leonardo, Worldly Warrior","goldilocks_keyword_dead","","","keyword=affinity for creatures: board was set up but nothing changed"
"Leonardo, Worldly Warrior","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Humble Budoka","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Eagle of the Watch","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Eagle of the Watch","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Rearing Embermare","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Rearing Embermare","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Taoist Hermit","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Plague Beetle","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Utrom Monitor","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Utrom Monitor","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Duskmantle Prowler","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Duskmantle Prowler","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Deadly Insect","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Serra Zealot","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Sewn-Eye Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Volcanic Dragon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sewn-Eye Drake","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Volcanic Dragon","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Archangel","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Archangel","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Nova Chaser","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Nova Chaser","goldilocks_keyword_dead","","","keyword=champion an elemental: board was set up but nothing changed"
"Shanodin Dryads","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Noble Elephant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Noble Elephant","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Grenzo's Cutthroat","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Galina's Knight","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Nightwind Glider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Nightwind Glider","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Elfhame Wurm","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Elfhame Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Nettle Guard","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Serra Sphinx","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Serra Sphinx","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sweatworks Brawler","goldilocks_keyword_dead","","","keyword=improvise: board was set up but nothing changed"
"Sweatworks Brawler","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Skyline Predator","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Skyline Predator","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Incorrigible Youths","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Incorrigible Youths","goldilocks_keyword_dead","","","keyword=madness: board was set up but nothing changed"
"Oxidda Golem","goldilocks_keyword_dead","","","keyword=affinity for mountains: board was set up but nothing changed"
"Oxidda Golem","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Horizon Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Horizon Drake","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Zodiac Ox","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Wall of Denial","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Wall of Denial","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Wall of Denial","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Thundersteel Colossus","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Thundersteel Colossus","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Samurai Enforcers","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Loxodon Partisan","goldilocks_keyword_dead","","","keyword=battle cry: board was set up but nothing changed"
"Stomper Cub","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Wind Strider","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Wind Strider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Glistener Elf","goldilocks_keyword_dead","","","keyword=infect: board was set up but nothing changed"
"Goblin Sky Raider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Fang of Shigeki","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Topan Freeblade","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Grave Bramble","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Topan Freeblade","goldilocks_keyword_dead","","","keyword=renown: board was set up but nothing changed"
"Grave Bramble","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Gnoll Hunter","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Ogre Berserker","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Phyrexian Digester","goldilocks_keyword_dead","","","keyword=infect: board was set up but nothing changed"
"Elvish Lookout","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Standing Troops","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Breakneck Berserker","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Makindi Aeronaut","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Teremko Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Teremko Griffin","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Beloved Chaplain","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Mistral Charger","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Clamorous Ironclad","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Hover Barrier","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Hover Barrier","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Imposing Vantasaur","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Icatian Phalanx","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Ink Dissolver","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Keldon Halberdier","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Ghostly Sentinel","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Ghostly Sentinel","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Sire of Seven Deaths","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Lu Meng, Wu General","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Giant Fire Beetles","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Giant Fire Beetles","goldilocks_keyword_dead","","","keyword=double team: board was set up but nothing changed"
"Scryb Sprites","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Risen Sanctuary","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Royal Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Iron Tusk Elephant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Impostor of the Sixth Pride","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Marsh Goblins","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Volunteer Reserves","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Volunteer Reserves","goldilocks_keyword_dead","","","keyword=cumulative upkeep: board was set up but nothing changed"
"Twinscroll Shaman","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Dross Prowler","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Updraft Elemental","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Adult Gold Dragon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Adult Gold Dragon","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Adult Gold Dragon","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Sentinel Spider","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sentinel Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Ornithopter","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Snare Thopter","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Snare Thopter","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Disciple of Law","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Vampire Champion","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Havenwood Wurm","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Havenwood Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Shadow Rider","goldilocks_keyword_dead","","","keyword=flanking: board was set up but nothing changed"
"Fortified Rampart","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Rat King, Verminister","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Hillcomber Giant","goldilocks_keyword_dead","","","keyword=mountainwalk: board was set up but nothing changed"
"Jungle Weaver","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Timeless Dragon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Wild Ox","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Shining Aerosaur","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Hired Poisoner","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Guardian of Vitu-Ghazi","goldilocks_keyword_dead","","","keyword=convoke: board was set up but nothing changed"
"Guardian of Vitu-Ghazi","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sheoldred's Headcleaver","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Sheoldred's Headcleaver","goldilocks_keyword_dead","","","keyword=toxic: board was set up but nothing changed"
"Annoyed Altisaur","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Annoyed Altisaur","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Annoyed Altisaur","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Repentant Blacksmith","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Kjeldoran Phalanx","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Kjeldoran Phalanx","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Rakdos Headliner","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Rakdos Headliner","goldilocks_keyword_dead","","","keyword=echo: board was set up but nothing changed"
"Jukai Messenger","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Suntail Hawk","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Frogmite","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Sentinels of Glen Elendra","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Trained Caracal","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Grendel, Spawn of Knull","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sentinels of Glen Elendra","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Grendel, Spawn of Knull","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Funeral Longboat","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
